type,actor_name,message_type_or_count,value
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1339
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,764
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,405
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1164
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,747
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1647
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,7
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,754
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,932
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,850
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1278
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,420
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1193
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,2602
LATENCY,decoder-dataShard-1,Decode,530
LOAD,decoder-dataShard-1,COUNT,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1324
LATENCY,decoder-dataShard-2,LossResponse,1666
LOAD,decoder-dataShard-2,COUNT,1
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1587
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2022
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,401
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ParameterReceived,3
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,869
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Backward,900
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,710
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,2170
LATENCY,encoder-dataShard-3,ForwardPass,1020
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,960
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,941
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,374
LOAD,latent-dataShard-3,COUNT,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1159
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1357
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,746
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,980
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1709
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,8
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1188
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1387
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,756
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1358
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1174
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,449
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,990
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2096
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,7
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,607
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1984
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Backward,799
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1641
LOAD,ParameterShardActor,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1612
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1681
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1015
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,525
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1393
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,1067
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1452
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1818
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,6
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,432
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,675
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,Decode,705
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1033
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1339
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,552
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1106
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1939
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,2
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1263
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,588
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,785
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1634
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,554
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1423
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1400
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,811
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1747
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,2
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,766
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,1173
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1088
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1453
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,2
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,454
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1784
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1634
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,717
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,783
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1591
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1263
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1954
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,10
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1140
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1361
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,600
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,921
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,449
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,921
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1257
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1746
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,580
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,800
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1373
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1643
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1609
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,2348
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1423
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,669
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1702
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,6
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1776
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,798
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,442
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-0,Decode,566
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,2688
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1390
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2602
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,8
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,2736
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,3352
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1028
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,438
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1453
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,4
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,625
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1893
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1266
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,813
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,482
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,823
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,1014
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1461
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2274
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,5
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1259
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1781
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1309
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1896
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,684
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1579
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,391
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ParameterReceived,2
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,3576
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,561
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,741
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1110
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,14
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1136
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,538
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,732
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1820
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,5
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1377
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,1199
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1132
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1102
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1292
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,511
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1276
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1828
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,464
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,926
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,1854
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1957
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,3
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1422
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1438
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1075
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,4
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,686
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,764
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1138
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,963
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1309
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,547
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1603
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,3
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,699
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1475
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,544
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1355
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,1324
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,334
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1223
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,858
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1356
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,2477
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-3,Backward,652
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-1,ParameterReceived,11
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1555
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,2548
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1032
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1104
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,423
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1294
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1334
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2103
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,5
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,672
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,929
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,823
LOAD,latent-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,1328
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1466
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,Backward,982
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1799
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,452
LOAD,latent-dataShard-0,COUNT,1
LATENCY,dataShard-3,ParameterReceived,2
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1094
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,Decode,551
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,746
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,326
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1296
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1686
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,8
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1300
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,776
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,758
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1185
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1277
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,367
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1471
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1515
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1982
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,2
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,773
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,837
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1054
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1583
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1526
LOAD,dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1395
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,849
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2195
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,1115
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,786
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,873
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1290
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,971
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,504
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,697
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1729
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,9
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1284
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-1,Decode,788
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,825
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1204
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,343
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1494
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1300
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,592
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2337
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,7
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,884
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,984
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1576
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1720
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,532
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1549
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1850
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,7
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,759
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,927
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1931
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1185
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1260
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,423
LOAD,latent-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,683
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1971
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,2
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1446
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,634
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,886
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1311
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,453
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1540
LOAD,decoder-dataShard-3,COUNT,1
